File Name,dataCV,SCAN RATE,499.999
T,Vf,Im
3.294,-1.6375,-0.0104006
3.296,-1.63627,-0.0103422
3.298,-1.63541,-0.0102339
3.3,-1.63444,-0.0100963
3.302,-1.63339,-0.0100004
3.304,-1.6323,-0.00986285
3.306,-1.63137,-0.00975864
3.308,-1.63039,-0.00966276
3.31,-1.62941,-0.00952936
3.312,-1.62841,-0.00942098
3.314,-1.62742,-0.00922089
3.316,-1.62637,-0.00910834
3.318,-1.62515,-0.00897077
3.32,-1.62472,-0.00879986
3.322,-1.62338,-0.00868314
3.324,-1.62234,-0.00852057
3.326,-1.62165,-0.00838301
3.328,-1.62025,-0.00824127
3.33,-1.61942,-0.00808287
3.332,-1.61848,-0.00787861
3.334,-1.61735,-0.00772854
3.336,-1.61626,-0.0075743
3.338,-1.61545,-0.0073617
3.34,-1.61441,-0.00713243
3.342,-1.61355,-0.00694485
3.344,-1.61225,-0.00674475
3.346,-1.61145,-0.00654883
3.348,-1.61047,-0.00637375
3.35,-1.6094,-0.006182
3.352,-1.6083,-0.00595689
3.354,-1.6074,-0.00565676
3.356,-1.60643,-0.00543165
3.358,-1.6055,-0.00518571
3.36,-1.60438,-0.00498979
3.362,-1.6034,-0.00469382
3.364,-1.6024,-0.00443536
3.366,-1.60141,-0.00414356
3.368,-1.6004,-0.00392263
3.37,-1.5994,-0.00358914
3.372,-1.59843,-0.00330151
3.374,-1.59757,-0.00294718
3.376,-1.59625,-0.00267206
3.378,-1.59543,-0.00239276
3.38,-1.59448,-0.00203843
3.382,-1.59334,-0.00171328
3.384,-1.5923,-0.00141315
3.386,-1.59143,-0.000975447
3.388,-1.59043,-0.000591938
3.39,-1.58955,-0.00020426
3.392,-1.58832,0.000150069
3.394,-1.58741,0.000516903
3.396,-1.58647,0.000946267
3.398,-1.58541,0.00142565
3.4,-1.58431,0.00177998
3.402,-1.58341,0.00217183
3.404,-1.58239,0.00271374
3.406,-1.58147,0.00326816
3.408,-1.58033,0.00376006
3.41,-1.57936,0.00419359
3.412,-1.57841,0.0046688
3.414,-1.57737,0.00525657
3.416,-1.57636,0.00575263
3.418,-1.57537,0.006182
3.42,-1.57439,0.00681979
3.422,-1.57363,0.00747009
3.424,-1.57233,0.00814957
3.426,-1.57145,0.00867897
3.428,-1.57053,0.00922923
3.43,-1.5693,0.00990037
3.432,-1.56825,0.0105715
3.434,-1.56743,0.0111384
3.436,-1.56642,0.0118137
3.438,-1.56548,0.0125808
3.44,-1.56426,0.0133853
3.442,-1.56343,0.0140356
3.444,-1.56247,0.0146984
3.446,-1.56139,0.0154196
3.448,-1.56042,0.0161907
3.45,-1.55943,0.0169411
3.452,-1.55837,0.0176122
3.454,-1.55755,0.0185502
3.456,-1.55638,0.0193797
3.458,-1.55542,0.0202426
3.46,-1.5544,0.0209554
3.462,-1.55343,0.0217891
3.464,-1.55245,0.0226104
3.466,-1.55142,0.0234983
3.468,-1.5504,0.0242319
3.47,-1.54943,0.0252032
3.472,-1.54825,0.0261828
3.474,-1.54744,0.0271833
3.476,-1.54648,0.028067
3.478,-1.54535,0.0289633
3.48,-1.54469,0.0298929
3.482,-1.54344,0.0308308
3.484,-1.54248,0.0316812
3.486,-1.54162,0.0327317
3.488,-1.54033,0.0338572
3.49,-1.53944,0.0349035
3.492,-1.53845,0.0359081
3.494,-1.53741,0.0368419
3.496,-1.53633,0.0378715
3.498,-1.53546,0.0390012
3.5,-1.53443,0.0400142
3.502,-1.53359,0.0409854
3.504,-1.5323,0.0421735
3.506,-1.53143,0.0433198
3.508,-1.53045,0.0444995
3.51,-1.52945,0.0454792
3.512,-1.52844,0.0466047
3.514,-1.52743,0.0477385
3.516,-1.52643,0.0489349
3.518,-1.52543,0.0498645
3.52,-1.52445,0.0511443
3.522,-1.52345,0.0524407
3.524,-1.52256,0.0537163
3.526,-1.52144,0.0548084
3.528,-1.52069,0.0559339
3.53,-1.51944,0.0571345
3.532,-1.51853,0.0583976
3.534,-1.51766,0.0594897
3.536,-1.51627,0.0606319
3.538,-1.51545,0.0620367
3.54,-1.51453,0.063404
3.542,-1.51346,0.0646671
3.544,-1.51245,0.0658468
3.546,-1.51144,0.0670307
3.548,-1.51053,0.0683438
3.55,-1.50964,0.0696027
3.552,-1.50839,0.0707824
3.554,-1.50745,0.0721747
3.556,-1.50652,0.0735212
3.558,-1.50548,0.0749135
3.56,-1.50448,0.0761474
3.562,-1.50346,0.0774188
3.564,-1.50247,0.0787569
3.566,-1.5015,0.0801325
3.568,-1.50047,0.0812831
3.57,-1.49948,0.0827171
3.572,-1.4985,0.0841635
3.574,-1.49749,0.08561
3.576,-1.49665,0.0868731
3.578,-1.49548,0.0882529
3.58,-1.49456,0.0896452
3.582,-1.49364,0.0909958
3.584,-1.49241,0.0923214
3.586,-1.49145,0.0936929
3.588,-1.49057,0.0951811
3.59,-1.48946,0.0966609
3.592,-1.48861,0.0980491
3.594,-1.48745,0.0993788
3.596,-1.48658,0.100679
3.598,-1.48562,0.102172
3.6,-1.48445,0.10351
3.602,-1.48345,0.10484
3.604,-1.48255,0.106332
3.606,-1.48152,0.107845
3.608,-1.48055,0.1093
3.61,-1.47946,0.110659
3.612,-1.47854,0.112093
3.614,-1.47759,0.113452
3.616,-1.47651,0.114869
3.618,-1.47549,0.11617
3.62,-1.47453,0.117625
3.622,-1.47354,0.119125
3.624,-1.47257,0.120634
3.626,-1.47145,0.122002
3.628,-1.47056,0.12339
3.63,-1.46962,0.12474
3.632,-1.46837,0.126141
3.634,-1.46761,0.127429
3.636,-1.46657,0.128676
3.638,-1.46555,0.130139
3.64,-1.46475,0.131585
3.642,-1.46345,0.132923
3.644,-1.46257,0.134149
3.646,-1.46165,0.135433
3.648,-1.46047,0.136796
3.65,-1.45946,0.137992
3.652,-1.45863,0.139118
3.654,-1.45751,0.140443
3.656,-1.45657,0.14169
3.658,-1.45546,0.142936
3.66,-1.45454,0.143945
3.662,-1.45361,0.145021
3.664,-1.45259,0.146063
3.666,-1.45155,0.147063
3.668,-1.45057,0.147934
3.67,-1.44955,0.148927
3.672,-1.44854,0.149869
3.674,-1.44752,0.150898
3.676,-1.44655,0.151544
3.678,-1.44571,0.152266
3.68,-1.4446,0.15292
3.682,-1.44371,0.153529
3.684,-1.4426,0.154
3.686,-1.44159,0.154467
3.688,-1.44082,0.154946
3.69,-1.43947,0.155467
3.692,-1.43862,0.15578
3.694,-1.43765,0.155971
3.696,-1.43653,0.156163
3.698,-1.43553,0.156363
3.7,-1.43459,0.15643
3.702,-1.43359,0.156347
3.704,-1.43277,0.156513
3.706,-1.43148,0.156634
3.708,-1.4306,0.156588
3.71,-1.42962,0.15643
3.712,-1.42857,0.156276
3.714,-1.4275,0.156046
3.716,-1.42656,0.155734
3.718,-1.42555,0.155279
3.72,-1.42457,0.1548
3.722,-1.42349,0.154275
3.724,-1.42252,0.153545
3.726,-1.42153,0.152482
3.728,-1.42036,0.151157
3.73,-1.41978,0.149535
3.732,-1.41855,0.147563
3.734,-1.4175,0.145112
3.736,-1.41681,0.142107
3.738,-1.41545,0.138659
3.74,-1.41457,0.134395
3.742,-1.41363,0.129234
3.744,-1.41234,0.122902
3.746,-1.41143,0.115611
3.748,-1.41052,0.107353
3.75,-1.4094,0.0982617
3.752,-1.40832,0.0884113
3.754,-1.40742,0.0779732
3.756,-1.40632,0.0667139
3.758,-1.40545,0.0545833
3.76,-1.40425,0.042507
3.762,-1.40339,0.0332819
3.764,-1.40244,0.0273042
3.766,-1.40139,0.0232565
3.768,-1.40038,0.0199175
3.77,-1.39939,0.0173121
3.772,-1.39842,0.0153737
3.774,-1.39752,0.013823
3.776,-1.39638,0.0126224
3.778,-1.39542,0.0118804
3.78,-1.39462,0.0111551
3.782,-1.39352,0.0106257
3.784,-1.39245,0.0101046
3.786,-1.39145,0.00974196
3.788,-1.39055,0.00938346
3.79,-1.38963,0.00900829
3.792,-1.38827,0.00872066
3.794,-1.38745,0.00845804
3.796,-1.38655,0.00822043
3.798,-1.38547,0.00798282
3.8,-1.38444,0.00775355
3.802,-1.38344,0.00758681
3.804,-1.38255,0.00743257
3.806,-1.38155,0.00730751
3.808,-1.38028,0.00711159
3.81,-1.37945,0.00700321
3.812,-1.37847,0.00687398
3.814,-1.37743,0.00678644
3.816,-1.37644,0.00662387
3.818,-1.37545,0.00651965
3.82,-1.37446,0.0063946
3.822,-1.37349,0.00631539
3.824,-1.37238,0.0061945
3.826,-1.37141,0.00612781
3.828,-1.37041,0.0060486
3.83,-1.36938,0.00597774
3.832,-1.36884,0.00587352
3.834,-1.36744,0.00582767
3.836,-1.36657,0.00577765
3.838,-1.36564,0.00568177
3.84,-1.36432,0.00567343
3.842,-1.36344,0.0055984
3.844,-1.36254,0.00552753
3.846,-1.36136,0.00548168
3.848,-1.36032,0.00548168
3.85,-1.35945,0.00542332
3.852,-1.35851,0.00538997
3.854,-1.35762,0.0053066
3.856,-1.35627,0.00528992
3.858,-1.35544,0.00526908
3.86,-1.35449,0.0051732
3.862,-1.35346,0.00515236
3.864,-1.35243,0.00511067
3.866,-1.35145,0.00510234
3.868,-1.35045,0.00503981
3.87,-1.34947,0.0050273
3.872,-1.34847,0.00499395
3.874,-1.34744,0.00496477
3.876,-1.34644,0.00491892
3.878,-1.34543,0.00490641
3.88,-1.34444,0.00486056
3.882,-1.34344,0.00482721
3.884,-1.34245,0.00480637
3.886,-1.34159,0.00474801
3.888,-1.34032,0.00475218
3.89,-1.33948,0.00471466
3.892,-1.33854,0.00468965
3.894,-1.3375,0.00465213
3.896,-1.33658,0.00463129
3.898,-1.33544,0.00462712
3.9,-1.33447,0.00460211
3.902,-1.3336,0.0045896
3.904,-1.33231,0.00455625
3.906,-1.33144,0.00456876
3.908,-1.33051,0.00453124
3.91,-1.32947,0.0045104
3.912,-1.32844,0.00445621
3.914,-1.32744,0.00444787
3.916,-1.32647,0.00443536
3.918,-1.32557,0.00440618
3.92,-1.32437,0.00437284
3.922,-1.32344,0.00434366
3.924,-1.32246,0.00434782
3.926,-1.32144,0.00434366
3.928,-1.32045,0.00429363
3.93,-1.31945,0.0042853
3.932,-1.31848,0.00425195
3.934,-1.31768,0.00425612
3.936,-1.31665,0.00424361
3.938,-1.3156,0.00421026
3.94,-1.31457,0.00422694
3.942,-1.31346,0.00419776
3.944,-1.31249,0.0041519
3.946,-1.31145,0.00417274
3.948,-1.31054,0.00414356
3.95,-1.30965,0.00411438
3.952,-1.30835,0.00407687
3.954,-1.30743,0.00408937
3.956,-1.30652,0.00406853
3.958,-1.30549,0.00403518
3.96,-1.3044,0.00401851
3.962,-1.30344,0.0040852
3.964,-1.30254,0.00403935
3.966,-1.30154,0.00402684
3.968,-1.30041,0.004006
3.97,-1.29945,0.00397682
3.972,-1.29849,0.00396848
3.974,-1.29746,0.00397682
3.976,-1.29643,0.00389762
3.978,-1.29543,0.00394764
3.98,-1.2945,0.00391429
3.982,-1.2935,0.00389345
3.984,-1.29227,0.00386427
3.986,-1.29148,0.00392263
3.988,-1.29057,0.00387678
3.99,-1.28953,0.00387261
3.992,-1.28863,0.00388511
3.994,-1.28744,0.00382675
3.996,-1.28663,0.00383092
3.998,-1.28562,0.00383092
4.0,-1.28429,0.00380591
4.002,-1.28345,0.0037934
4.004,-1.28258,0.0037934
4.006,-1.2815,0.00382258
4.008,-1.28044,0.0037809
4.01,-1.27945,0.00377256
4.012,-1.27843,0.00373504
4.014,-1.27758,0.00374338
4.016,-1.27639,0.00371837
4.018,-1.27545,0.00377256
4.02,-1.27448,0.00377256
4.022,-1.27348,0.0037142
4.024,-1.27239,0.00373921
4.026,-1.27143,0.00375589
4.028,-1.27046,0.00369753
4.03,-1.26947,0.00370586
4.032,-1.26848,0.00373088
4.034,-1.2674,0.00368919
4.036,-1.26656,0.00373504
4.038,-1.26546,0.00373504
4.04,-1.26462,0.00373088
4.042,-1.26345,0.00371003
4.044,-1.26253,0.00369336
4.046,-1.26165,0.00368919
4.048,-1.26025,0.0036475
4.05,-1.25945,0.00368085
4.052,-1.25849,0.00372254
4.054,-1.25746,0.00366835
4.056,-1.25641,0.00368502
4.058,-1.25544,0.00364334
4.06,-1.25454,0.00368502
4.062,-1.25358,0.00366001
4.064,-1.2523,0.00364334
4.066,-1.25145,0.0036475
4.068,-1.25052,0.00367668
4.07,-1.24948,0.00364334
4.072,-1.24847,0.00360582
4.074,-1.24745,0.003635
4.076,-1.24644,0.00359748
4.078,-1.24547,0.00361416
4.08,-1.24444,0.00358081
4.082,-1.24344,0.00359748
4.084,-1.24248,0.00360582
4.086,-1.24143,0.0035683
4.088,-1.24065,0.00360165
4.09,-1.23939,0.00359331
4.092,-1.23854,0.00362249
4.094,-1.23749,0.00360582
4.096,-1.23632,0.00357664
4.098,-1.23545,0.00353912
4.1,-1.23454,0.00354746
4.102,-1.23346,0.0035558
4.104,-1.23269,0.00351411
4.106,-1.23145,0.00351828
4.108,-1.23052,0.00351828
4.11,-1.22964,0.00353078
4.112,-1.22847,0.00349743
4.114,-1.22747,0.00350577
4.116,-1.22653,0.0035016
4.118,-1.22553,0.00348493
4.12,-1.22445,0.00348076
4.122,-1.22345,0.00346826
4.124,-1.2225,0.0035016
4.126,-1.22148,0.0034891
4.128,-1.22054,0.00348493
4.13,-1.2195,0.00347659
4.132,-1.2185,0.00344741
4.134,-1.21751,0.00343491
4.136,-1.21647,0.00347659
4.138,-1.21545,0.00348076
4.14,-1.2146,0.00347242
4.142,-1.21367,0.00343908
4.144,-1.21225,0.00344741
4.146,-1.2115,0.00343074
4.148,-1.2106,0.00339322
4.15,-1.20945,0.00341406
4.152,-1.20862,0.0034224
4.154,-1.20745,0.00341406
4.156,-1.20658,0.00341823
4.158,-1.20565,0.00340156
4.16,-1.20451,0.00338072
4.162,-1.20346,0.00340989
4.164,-1.20254,0.00338488
4.166,-1.20146,0.00338905
4.168,-1.20057,0.00335153
4.17,-1.19946,0.00336821
4.172,-1.19852,0.00337238
4.174,-1.1976,0.00339739
4.176,-1.19652,0.00334737
4.178,-1.19548,0.00338072
4.18,-1.19449,0.00333069
4.182,-1.19349,0.00332235
4.184,-1.19249,0.00330151
4.186,-1.19152,0.00325149
4.188,-1.19047,0.00321397
4.19,-1.18963,0.00324315
4.192,-1.18847,0.00320563
4.194,-1.18755,0.00316812
4.196,-1.18659,0.00314727
4.198,-1.18551,0.00312643
4.2,-1.18472,0.00310142
4.202,-1.18345,0.00308891
4.204,-1.18251,0.00307641
4.206,-1.18163,0.00307224
4.208,-1.18035,0.00304723
4.21,-1.17947,0.00302222
4.212,-1.17857,0.00300554
4.214,-1.17752,0.00299721
4.216,-1.17668,0.00295135
4.218,-1.17545,0.00293468
4.22,-1.17456,0.00289716
4.222,-1.17363,0.00291383
4.224,-1.17244,0.00282629
4.226,-1.17145,0.00288049
4.228,-1.17048,0.00281379
4.23,-1.16945,0.00281379
4.232,-1.16847,0.0027596
4.234,-1.16747,0.00274709
4.236,-1.16647,0.00274709
4.238,-1.16551,0.00274709
4.24,-1.1643,0.00271374
4.242,-1.16392,0.00268873
4.244,-1.16252,0.00269707
4.246,-1.16157,0.00266372
4.248,-1.16082,0.00268456
4.25,-1.15946,0.00263037
4.252,-1.15855,0.00262203
4.254,-1.15765,0.00263454
4.256,-1.15645,0.00260953
4.258,-1.15544,0.00260536
4.26,-1.15463,0.0026137
4.262,-1.15352,0.00256367
4.264,-1.15266,0.00255117
4.266,-1.15146,0.00257201
4.268,-1.15052,0.00252616
4.27,-1.14963,0.00253033
4.272,-1.14844,0.00253866
4.274,-1.14747,0.00253449
4.276,-1.14653,0.00251782
4.278,-1.14552,0.00254283
4.28,-1.14453,0.00249698
4.282,-1.1435,0.00252616
4.284,-1.14249,0.00251365
4.286,-1.14158,0.00251365
4.288,-1.14045,0.00251365
4.29,-1.13952,0.00248864
4.292,-1.13855,0.00248447
4.294,-1.13762,0.00247613
4.296,-1.13684,0.00248864
4.298,-1.13543,0.0024803
4.3,-1.13453,0.00250531
4.302,-1.13365,0.0024678
4.304,-1.1324,0.00250115
4.306,-1.13156,0.00252199
4.308,-1.13052,0.00248864
4.31,-1.12951,0.00245529
4.312,-1.12866,0.00243445
4.314,-1.12748,0.00245529
4.316,-1.12657,0.00245529
4.318,-1.12564,0.00244695
4.32,-1.12444,0.00244279
4.322,-1.12346,0.00244279
4.324,-1.12251,0.00240527
4.326,-1.12151,0.00247613
4.328,-1.12051,0.00242611
4.33,-1.11948,0.00241361
4.332,-1.1185,0.00242611
4.334,-1.11757,0.00239276
4.336,-1.11646,0.00239276
4.338,-1.11552,0.00242194
4.34,-1.11448,0.00242194
4.342,-1.11352,0.00240944
4.344,-1.11283,0.00242194
4.346,-1.11166,0.00240527
4.348,-1.11057,0.00238859
4.35,-1.10963,0.00236775
4.352,-1.10832,0.00238026
4.354,-1.10745,0.00236358
4.356,-1.10658,0.00238026
4.358,-1.10553,0.00235108
4.36,-1.10453,0.00234691
4.362,-1.10345,0.00229689
4.364,-1.10256,0.00230939
4.366,-1.10163,0.00230105
4.368,-1.10037,0.00232607
4.37,-1.09945,0.00230522
4.372,-1.09859,0.00226771
4.374,-1.09755,0.00225103
4.376,-1.09647,0.00224269
4.378,-1.09545,0.00222602
4.38,-1.09459,0.00219267
4.382,-1.09357,0.00223019
4.384,-1.09255,0.00222185
4.386,-1.09147,0.00218016
4.388,-1.09053,0.00220935
4.39,-1.08952,0.00219267
4.392,-1.08855,0.00219267
4.394,-1.08745,0.00211347
4.396,-1.08659,0.00213014
4.398,-1.08566,0.00215515
4.4,-1.08433,0.00216349
4.402,-1.0836,0.002176
4.404,-1.08261,0.00218433
4.406,-1.08153,0.002176
4.408,-1.08067,0.00215099
4.41,-1.07945,0.00211764
4.412,-1.07862,0.00215515
4.414,-1.07765,0.00212597
4.416,-1.07642,0.00213014
4.418,-1.07546,0.00215099
4.42,-1.07463,0.00213848
4.422,-1.07351,0.00213014
4.424,-1.07258,0.00215099
4.426,-1.07145,0.00214265
4.428,-1.0705,0.00208846
4.43,-1.0696,0.00208429
4.432,-1.0685,0.00208846
4.434,-1.06743,0.00212181
4.436,-1.06652,0.00210513
4.438,-1.0655,0.00213014
4.44,-1.0645,0.00203843
4.442,-1.06348,0.00210096
4.444,-1.06252,0.00206345
4.446,-1.06167,0.00208846
4.448,-1.06033,0.00213014
4.45,-1.05955,0.00205511
4.452,-1.05856,0.00204677
4.454,-1.05752,0.00206761
4.456,-1.05676,0.00204677
4.458,-1.05545,0.00206345
4.46,-1.05455,0.00203843
4.462,-1.05365,0.00205928
4.464,-1.05243,0.00207595
4.466,-1.05145,0.00206761
4.468,-1.05058,0.00203427
4.47,-1.04957,0.0020301
4.472,-1.04864,0.00203843
4.474,-1.04745,0.00206345
4.476,-1.04657,0.00203843
4.478,-1.04559,0.00204677
4.48,-1.04452,0.00204677
4.482,-1.04345,0.00205094
4.484,-1.04255,0.00200925
4.486,-1.04154,0.00199675
4.488,-1.04049,0.00206761
4.49,-1.03945,0.00208012
4.492,-1.03851,0.00204677
4.494,-1.03753,0.00209263
4.496,-1.03625,0.00209679
4.498,-1.03563,0.00210513
4.5,-1.0345,0.0020301
4.502,-1.03361,0.00206345
4.504,-1.0328,0.00209263
4.506,-1.03145,0.00206345
4.508,-1.03058,0.00207595
4.51,-1.02967,0.00203843
4.512,-1.02842,0.00209679
4.514,-1.02752,0.00208012
4.516,-1.02661,0.00208846
4.518,-1.02557,0.00205511
4.52,-1.0246,0.0020426
4.522,-1.02345,0.00208429
4.524,-1.02254,0.00205511
4.526,-1.02165,0.00209263
4.528,-1.02045,0.00206761
4.53,-1.01945,0.00210513
4.532,-1.01856,0.00208012
4.534,-1.01757,0.00205511
4.536,-1.01648,0.00208846
4.538,-1.01546,0.00217183
4.54,-1.01452,0.00214265
4.542,-1.01356,0.00214682
4.544,-1.01249,0.00211764
4.546,-1.01148,0.00216766
4.548,-1.01063,0.00211347
4.55,-1.0097,0.00215932
4.552,-1.00882,0.00212597
4.554,-1.00745,0.00215515
4.556,-1.00658,0.0021885
4.558,-1.00569,0.00219267
4.56,-1.00433,0.00218433
4.562,-1.00349,0.00216766
4.564,-1.00259,0.002176
4.566,-1.00154,0.00220101
4.568,-1.00057,0.00217183
4.57,-0.999454,0.00219684
4.572,-0.998583,0.00216349
4.574,-0.997654,0.00220101
4.576,-0.996458,0.00220101
4.578,-0.995475,0.00221768
4.58,-0.994642,0.00220101
4.582,-0.993504,0.00221768
4.584,-0.99255,0.00220935
4.586,-0.991467,0.00221768
4.588,-0.990583,0.00222602
4.59,-0.989546,0.00222185
4.592,-0.988592,0.00221768
4.594,-0.987508,0.00224686
4.596,-0.986562,0.00224269
4.598,-0.985533,0.00226354
4.6,-0.984796,0.0022552
4.602,-0.983487,0.00227187
4.604,-0.982621,0.00226354
4.606,-0.981671,0.00226771
4.608,-0.980383,0.00223853
4.61,-0.97945,0.00226771
4.612,-0.978642,0.00224686
4.614,-0.977583,0.00228438
4.616,-0.976692,0.00225103
4.618,-0.97545,0.00223019
4.62,-0.974642,0.00223019
4.622,-0.97365,0.00227187
4.624,-0.972417,0.00225937
4.626,-0.971458,0.00226771
4.628,-0.9706,0.00227187
4.63,-0.969487,0.00227604
4.632,-0.968558,0.00226771
4.634,-0.967467,0.00225937
4.636,-0.966592,0.00228855
4.638,-0.965608,0.00226771
4.64,-0.964521,0.00233023
4.642,-0.963475,0.00228855
4.644,-0.962533,0.00230105
4.646,-0.961546,0.00232607
4.648,-0.960537,0.00229689
4.65,-0.95945,0.00229689
4.652,-0.958592,0.00234691
4.654,-0.957658,0.00231773
4.656,-0.956367,0.00234274
4.658,-0.955496,0.00230939
4.66,-0.95455,0.00236358
4.662,-0.953546,0.00236358
4.664,-0.952654,0.00233857
4.666,-0.95145,0.00234274
4.668,-0.950542,0.00238026
4.67,-0.949625,0.00236775
4.672,-0.948525,0.00240527
4.674,-0.947471,0.00239276
4.676,-0.946621,0.00235108
4.678,-0.945575,0.00238026
4.68,-0.944625,0.00241361
4.682,-0.943458,0.00239693
4.684,-0.942567,0.00239276
4.686,-0.941612,0.00242194
4.688,-0.94055,0.00243445
4.69,-0.939537,0.00243028
4.692,-0.938521,0.00244695
4.694,-0.937554,0.00241361
4.696,-0.936533,0.00244279
4.698,-0.93555,0.00245112
4.7,-0.934558,0.00244695
4.702,-0.933679,0.00243445
4.704,-0.932625,0.00242194
4.706,-0.931879,0.0024803
4.708,-0.930521,0.0024803
4.71,-0.929654,0.00247197
4.712,-0.928808,0.00243028
4.714,-0.927467,0.00245112
4.716,-0.926546,0.00248447
4.718,-0.925642,0.00245529
4.72,-0.9245,0.00245529
4.722,-0.923654,0.00245529
4.724,-0.922533,0.00245946
4.726,-0.921567,0.00247197
4.728,-0.920787,0.0024803
4.73,-0.919475,0.00243028
4.732,-0.918583,0.00247613
4.734,-0.917625,0.00243028
4.736,-0.916529,0.00245946
4.738,-0.915521,0.00247613
4.74,-0.914554,0.0024678
4.742,-0.913575,0.00246363
4.744,-0.912579,0.00245529
4.746,-0.911571,0.00246363
4.748,-0.910558,0.0024803
4.75,-0.909608,0.0024803
4.752,-0.908358,0.00246363
4.754,-0.907862,0.00243862
4.756,-0.906567,0.00246363
4.758,-0.905604,0.00245946
4.76,-0.904804,0.00244695
4.762,-0.903446,0.00242611
4.764,-0.902575,0.00242611
4.766,-0.90165,0.00245529
4.768,-0.900508,0.00243445
4.77,-0.899458,0.00242194
4.772,-0.898579,0.00240527
4.774,-0.897583,0.00243862
4.776,-0.896683,0.00241777
4.778,-0.895467,0.00241361
4.78,-0.894583,0.00242194
4.782,-0.893642,0.00242194
4.784,-0.892496,0.00242611
4.786,-0.891492,0.00241777
4.788,-0.890579,0.00241361
4.79,-0.889571,0.00237192
4.792,-0.888612,0.00237192
4.794,-0.887513,0.00235525
4.796,-0.886521,0.00238026
4.798,-0.885608,0.00239276
4.8,-0.884587,0.00235525
4.802,-0.883533,0.00235941
4.804,-0.882596,0.0023344
4.806,-0.881654,0.00235525
4.808,-0.880821,0.00236358
4.81,-0.879467,0.00235525
4.812,-0.878583,0.00235525
4.814,-0.877687,0.00231773
4.816,-0.876508,0.00233023
4.818,-0.875542,0.0023219
4.82,-0.874583,0.00235941
4.822,-0.8736,0.00235941
4.824,-0.872729,0.00238443
4.826,-0.871467,0.00235525
4.828,-0.8706,0.00236775
4.83,-0.869629,0.0023344
4.832,-0.868433,0.00235108
4.834,-0.86745,0.00234691
4.836,-0.866625,0.00231356
4.838,-0.865562,0.0023344
4.84,-0.86455,0.00233857
4.842,-0.8635,0.00235108
4.844,-0.862558,0.00234691
4.846,-0.861592,0.00233023
4.848,-0.860537,0.0023219
4.85,-0.859504,0.00235525
4.852,-0.858579,0.0023219
4.854,-0.857521,0.00234691
4.856,-0.856767,0.00233023
4.858,-0.855567,0.0023219
4.86,-0.854579,0.00233023
4.862,-0.853658,0.00234691
4.864,-0.852433,0.00234691
4.866,-0.851492,0.00235525
4.868,-0.850592,0.00236358
4.87,-0.849621,0.00237609
4.872,-0.848662,0.00235108
4.874,-0.847442,0.00234691
4.876,-0.846596,0.00236775
4.878,-0.845642,0.00236358
4.88,-0.844475,0.00235525
4.882,-0.843504,0.00235108
4.884,-0.842579,0.00238026
4.886,-0.841617,0.00239693
4.888,-0.84065,0.00235525
4.89,-0.839471,0.00237192
4.892,-0.838575,0.00235525
4.894,-0.837629,0.0024011
4.896,-0.83655,0.00238443
4.898,-0.835521,0.00238026
4.9,-0.834562,0.00235525
4.902,-0.833592,0.00240527
4.904,-0.832621,0.0024011
4.906,-0.83145,0.00239276
4.908,-0.830617,0.00239693
4.91,-0.82965,0.00240944
4.912,-0.828696,0.00241777
4.914,-0.82785,0.00243028
4.916,-0.826554,0.00243028
4.918,-0.825596,0.00241361
4.92,-0.824804,0.00245529
4.922,-0.823483,0.00243445
4.924,-0.822579,0.0024678
4.926,-0.821654,0.00244279
4.928,-0.820596,0.00247197
4.93,-0.81955,0.00249698
4.932,-0.818592,0.00244695
4.934,-0.817608,0.00244695
4.936,-0.816812,0.00247613
4.938,-0.815537,0.00250115
4.94,-0.8146,0.00248864
4.942,-0.813633,0.002547
4.944,-0.812612,0.00247197
4.946,-0.811587,0.00251365
4.948,-0.8106,0.00251365
4.95,-0.809617,0.00251365
4.952,-0.808604,0.00250531
4.954,-0.807596,0.00252616
4.956,-0.806617,0.00251782
4.958,-0.80575,0.00251782
4.96,-0.804792,0.00255951
4.962,-0.803883,0.00257201
4.964,-0.80265,0.00258452
4.966,-0.801663,0.00252199
4.968,-0.80085,0.00255951
4.97,-0.799467,0.00257201
4.972,-0.798633,0.00258452
4.974,-0.797696,0.00257201
4.976,-0.7966,0.00257618
4.978,-0.795687,0.00260119
4.98,-0.79465,0.00258452
4.982,-0.79365,0.00264288
4.984,-0.792817,0.00264288
4.986,-0.791467,0.00264288
4.988,-0.790637,0.00263871
4.99,-0.789683,0.00264288
4.992,-0.788633,0.00267206
4.994,-0.787537,0.00267623
4.996,-0.786617,0.00268456
4.998,-0.785604,0.00266789
5.0,-0.784746,0.00268873
5.002,-0.783567,0.00274292
5.004,-0.782567,0.00273042
5.006,-0.7816,0.00275126
5.008,-0.780404,0.00275543
5.01,-0.78005,0.00278878
5.012,-0.778571,0.00275543
5.014,-0.777662,0.00277627
5.016,-0.776833,0.0028388
5.018,-0.775467,0.00280128
5.02,-0.774675,0.00283046
5.022,-0.773667,0.0028388
5.024,-0.772587,0.00280962
5.026,-0.771787,0.00284714
5.028,-0.770592,0.00282213
5.03,-0.769654,0.00285547
5.032,-0.768829,0.00285964
5.034,-0.76745,0.00286798
5.036,-0.766592,0.00287632
5.038,-0.765658,0.00293885
5.04,-0.764629,0.00292634
5.042,-0.763563,0.00293051
